title,publishedAt,sentiment
Alex Jones Supporters And Opponents May Bid On Infowars At Bankruptcy Auction,2024-11-08,Neutral
Next-generation Mazda CX-5 SUV and all-new Mazda EV both arriving by 2027,2024-11-08,Neutral
Elon Musk Shines In 'Trump Sweepstakes:' A Big Win For Tesla? Dan Ives Thinks So - Tesla (NASDAQ:TSLA) - Benzinga,2024-11-08,Positive
Tesla sets up shop in PH with cars priced at over P2 million,2024-11-08,Neutral
Italy PM urges EU to focus on itself after Trump's victory,2024-11-08,Neutral
Will Trump blow up Canada’s $50 billion EV sector?,2024-11-08,Neutral
Tesla Opens Cybertruck Lease Option For As Low As $999 Per Month,2024-11-08,Neutral
Rivian Shares Fall as Tesla’s Surge,2024-11-08,Negative
Crypto stocks and Bitcoin rally after Trump’s victory; Details here…,2024-11-08,Neutral
"Hyundai’s upgraded 2025 IONIQ 5 starts at under $44,000 with more range and an NACS port",2024-11-08,Neutral
Wall Street Giddy Over Coming Merger Boom as Trump Expected to Fire Lina Khan,2024-11-08,Neutral
The Trump win and its lesson for EU tech policy,2024-11-08,Positive
"Dogecoin and Shiba Inu Gear Up for The Biggest Vertical Move Since 2021, Can They Beat Rexas Finance’s (RXS) Expected 13776% Explosion",2024-11-08,Positive
"Cybersecurity Snapshot: CISA Warns of Global Spear-Phishing Threat, While OWASP Releases AI Security Resources",2024-11-08,Neutral
"Trump's 2nd term could bring deportations, tariffs, Jan. 6 pardons and more",2024-11-08,Neutral
"DTX and DOGE Ready for Massive Surge as Bitcoin Price Could Hit $80,000",2024-11-08,Positive
Rivian R2 EV’s new LG battery boosts storage capacity sixfold,2024-11-08,Positive
ChatGPT Search vs. Google: Which One Produces the Most Useful Answers?,2024-11-08,Neutral
Musk's Tesla hits $1T market cap after Trump win,2024-11-08,Neutral
Tesla tops $1 trillion in market cap for first time,2024-11-08,Neutral
Tesla is part of the trillion-dollar club again,2024-11-08,Neutral
Elon Musk's Tesla hits $1 trillion market value as Trump win fans optimism,2024-11-08,Positive
What a second Trump presidency means for tech,2024-11-08,Neutral
Tesla hits $1 trillion market cap as stock rallies after Trump win,2024-11-08,Neutral
How the Trump White House could potentially use Elon Musk's businesses,2024-11-08,Neutral
Map Shows Where America's Richest People Live,2024-11-08,Neutral
"DOW TOPS 44,000...",2024-11-08,Neutral
Chris Tomlinson: Five Promises Trump Should Break to Save the Economy,2024-11-08,Neutral
Elon Musk: Why he supported Trump,2024-11-08,Neutral
The Lithium Price Cycle Has Bottomed. What To Expect Next For These Stocks.,2024-11-08,Neutral
Hunting For Magnificent Growth Next Year? Check Out These 7 Stocks.,2024-11-08,Neutral
Trump Will Set Back Climate Action. But He Can’t Stop It Entirely,2024-11-08,Neutral
Hackers Can Access Mazda Vehicle Controls Via System Vulnerabilities,2024-11-08,Neutral
Polymarket to return to US after accurately predicting Trump win: founder,2024-11-08,Positive
What Donald Trump’s Win Means For AI,2024-11-08,Positive
CoinZoom Makes Crypto Payments Go Mainstream: Announces the launch of its Global Crypto Debit Card,2024-11-08,Neutral
Traders betting against clean energy stocks have made $1.3 billion since Trump's election win,2024-11-08,Neutral
Volvo EV drivers can start using Tesla's Supercharger network this month,2024-11-08,Neutral
Microsoft still not said anything about unexpected Windows Server 2025 installs,2024-11-08,Neutral
Elon Musk's Estranged Communist Transgender Son Vows to Leave U.S. Following Trump's Victory,2024-11-08,Neutral
"Jimmy Kimmel Responds to Elon Musk Calling Him a ‘Propaganda Puppet’: ‘Listen Kermit, You Bought Twitter’ - Variety",2024-11-08,Neutral
¿Qué implicará la victoria de Trump para el clima?,2024-11-08,Neutral
Как победа Трампа повлияет на климат?,2024-11-08,Neutral
"Who is Susie Wiles, Trump's White House chief of staff? 5 things to know",2024-11-08,Neutral
Trump's election throws tech regulation a curveball,2024-11-08,Neutral
Donald Trump Isn’t the Only Chaos Agent,2024-11-08,Neutral
How Warren Buffett bet against the 'Trump trade' -- and lost,2024-11-08,Neutral
"Tesla's China Sales Plunge to 6-Month Low In October, Exports Rise",2024-11-08,Negative
Jimmy Kimmel Claps Back at Elon Musk Jab: ‘At Least My Kids Like Me’ | Video,2024-11-08,Neutral
Elon Musk Is Already Calling In Favors With Trump,2024-11-08,Neutral
Elon Musk’s Tesla becomes newest $1 trillion company,2024-11-08,Neutral
Will retail investors rekindle their love for Tesla? It could depend on Nvidia,2024-11-08,Neutral
Elon Musk Joined Trump’s Call With Zelensky,2024-11-08,Neutral
Tesla’s market cap hits $1 trillion after another Trump-fueled jump for the stock,2024-11-08,Neutral
Why Lucid and Rivian Stocks Rose Briefly and Tesla Topped $1 Trillion Again on Friday,2024-11-08,Neutral
Tesla Stock Continues Soaring on Optimism About CEO Elon Musk's Trump Ties,2024-11-08,Positive
Kia’s new EV4 hatch officially spotted in the US for the first time,2024-11-08,Neutral
"Beehives, solar, megabatteries, plastic foam recycling: Glenview’s Abt goes green",2024-11-08,Neutral
Trump included Elon Musk on call with Zelenskyy,2024-11-08,Neutral
Donald Trump and Elon Musk: Could U.S. election's odd couple unleash a small-government revolution?,2024-11-08,Neutral
A guide to key figures in Donald Trump’s orbit,2024-11-08,Neutral
"Elon Musk-Inspired D.O.G.E. Meme Coin Skyrockets, Outpacing Dogecoin Gains",2024-11-08,Positive
Polymarket CEO Shayne Coplan says he founded the popular prediction market from his bathroom,2024-11-08,Neutral
"Elon Musk, not Melania or Kimberly Guilfoyle, appears in curious new Trump family photo",2024-11-08,Neutral
Palo Alto Networks warns of potential RCE in PAN-OS management interface,2024-11-08,Neutral
Elon Musk Joined Call With Trump And Zelensky: Reports,2024-11-08,Neutral
Elon Musk’s net worth surges past $300B as Tesla’s market value crosses $1 trillion,2024-11-08,Positive
"Here's why Eli Lilly bounced back, plus mega-caps lag while staples stocks rise",2024-11-08,Positive
A guide to key figures in Donald Trump's orbit,2024-11-08,Neutral
US stock market on course for best week in a year,2024-11-08,Neutral
USA: Musk present – on speakerphone – during a telephone conversation between Trump & Zelensky,2024-11-08,Neutral
"Musk joined Trump's call with Ukraine's Zelenskiy, media reports say",2024-11-08,Neutral
Why Trump will struggle to halt progress on climate change,2024-11-08,Negative
Reports: Argentina’s Javier Milei to Meet Trump on U.S. Visit Next Week,2024-11-08,Neutral
Trump included Elon Musk on call with Zelenskyy | TechCrunch,2024-11-08,Neutral
Auto industry bracing for less federal support of electric vehicles,2024-11-08,Negative
Elon Musk joined Trump's call with Zelensky: report,2024-11-08,Neutral
Startup land wasn't as quiet this week as you might've expected | TechCrunch,2024-11-08,Neutral
Elon Musk's wealth soars past $300 billion as Tesla shares climb on the back of Trump's election win,2024-11-09,Positive
"If You Want A New Tesla Cybertruck, You Can Get It Built And Delivered In 10 Days. That's Not A Good Thing For The EV Company",2024-11-09,Neutral
LG’s EV battery with six times more energy storage to power Rivian R2 SUV,2024-11-09,Neutral
Elon Musk And Nine Other Billionaires Whose Fortunes Surged Since The Election,2024-11-09,Positive
"Tesla's Full Self-Driving is not as self-driving as it claims, says NHTSA",2024-11-09,Neutral
Shares of Elon Musk-owned Tesla roar back to trillion-dollar value on Trump’s win,2024-11-09,Neutral
"In an email in May, the NHTSA warned Tesla that its online posts falsely suggested that its cars are autonomous, potentially misleading and endangering drivers",2024-11-09,Negative
Tesla modular home and phone,2024-11-09,Neutral
Tesla $1000 Price Target for 2025,2024-11-09,Neutral
Tesla Model S Plaid revealed in police spec,2024-11-09,Neutral
"Is Tesla, Inc. (TSLA) the Best Stock to Buy and Hold for 5 Years?",2024-11-09,Positive
"Google Maps now lets you upgrade to a new vehicle, at least virtually",2024-11-09,Neutral
Musk Becomes $300 Billion Tycoon As Tesla Reaches $1 Trillion Market Cap,2024-11-09,Neutral
Volvo EX90 “Driver Understanding System” Wins TIME Best Inventions Award,2024-11-09,Positive
Elon Musk’s Bold Predictions For the Future,2024-11-09,Neutral
"California took a surprisingly red turn on key issues, upending its ultraliberal reputation",2024-11-09,Positive
Tesla was told to temper robotaxi fervor months before US probe,2024-11-09,Neutral
"Tesla offers extra RM10,000 off to encourage Malaysians to switch their ICE car to Tesla EVs",2024-11-09,Neutral
Tesla shares roar back to trillion-dollar value on Trump’s win,2024-11-09,Positive
Tesla Model Y Havnby air mattress adds stars to Camp Mode,2024-11-09,Neutral
Environmental Cleanup Group Says It Can Totally Tackle The Pacific Garbage Patch For Just $7.5 Billion,2024-11-09,Neutral
How Elon Musk Became Trump’s Shadow Vice President,2024-11-09,Neutral
MAGA’S Marriage To Big Business — And Big Tech,2024-11-09,Neutral
Michelin: Could Airless Tires Finally Be Coming To A Car Near You?,2024-11-09,Neutral
Tesla Hits $1-Trillion Market Cap Amid Stock Rally After Trump Win,2024-11-09,Positive
Healthcare investors are torn on Trump's second term,2024-11-09,Neutral
Is Li Auto Stock’s (LI) Selloff Justified as Trump Vows to Raise Tariffs?,2024-11-09,Neutral
"China braces for economic strain as Trump’s tariffs threaten middle class, manufacturing sector again",2024-11-09,Negative
Government Support Fuels China's EV Boom,2024-11-09,Positive
4 Electric Vehicles Retirees Should Avoid Buying Before Christmas,2024-11-09,Neutral
Why invest in Bitcoin?,2024-11-09,Neutral
Equities Soar On Trump Election Despite A Slowing Economy,2024-11-09,Positive
ON OWNING YOUR OWN OPINION.,2024-11-09,Neutral
Tesla market value hits $1 trillion as Trump win fans optimism for Elon Musk’s companies,2024-11-09,Positive
"As Tesla Market Capitalization Soars Past $1 Trillion, Dan Ives Calls Musk's Trump Bet 'Poker Move For The Ages: Gene Munster Say It Is 'More Than Just A Meme Stock'",2024-11-09,Neutral
Tesla (NASDAQ:TSLA) Shares Up 2.1% Following Analyst Upgrade,2024-11-09,Positive
"Sen. Sheldon Whitehouse Sells Off Shares of Tesla, Inc. (NASDAQ:TSLA)",2024-11-09,Neutral
'An added value': Italy's PM Giorgia Meloni praises Elon Musk after Trump's election,2024-11-09,Neutral
Bitcoin Bolts To Record High On GOP Sweep; Analysts Eye $100k,2024-11-08,Positive
"Biden, Trump To Meet At White House Ahead Of Historic Return",2024-11-09,Neutral
Who Will Help Shape Trump’s Policy Agenda? Here Are The Key Groups And Players,2024-11-08,Neutral
"Stock Market: Three Top Names In Buy Zones, One With Earnings Due",2024-11-08,Positive
"Friday's Top 5 Trending Stocks: What's The Scoop On GameStop, SoFi, Tesla?",2024-11-08,Neutral
Investing.com's stocks of the week,2024-11-09,Neutral
"Trump Rally Runs On As Tesla, Palantir Fly; Five Stocks Near Buy Points",2024-11-09,Positive
Musk's Net Worth Surpasses $300 Billion After Trump's US Election Win,2024-11-09,Positive
'#EndtheFed': Elon Musk endorses plan to let presidents meddle with Federal Reserve after Trump election win,2024-11-09,Neutral
Elon Musk's Net Worth Surpasses $300 Billion After Donald Trump's US Election Win,2024-11-09,Positive
"Tesla's social media posts falsely implied that its cars are robotaxis, NHTSA warns",2024-11-09,Negative
"Elon Musk took part in Trump-Zelensky call, says Ukrainian official",2024-11-08,Neutral
"Platformonomics TGIF #72: November 8, 2024",2024-11-08,Neutral
Tesla stock closes at highest level in over 2 years as Musk's big Trump bet pays of,2024-11-08,Positive
Elon Musk's net worth rockets to over $300 billion as Trump win fuels optimism for Tesla and SpaceX,2024-11-09,Positive
"Dogecoin Price Forecast: Analyst Says Downside Is Minimized As 1M, 3M, And 6M Candles Turn Bullish",2024-11-08,Positive
Who Will Be in Donald Trump's Cabinet? Seven Contenders,2024-11-09,Neutral
Elon Musk snapped in SpaceX shoes as he heads to Mar-a-Lago,2024-11-08,Neutral
"Trump's Win Sends Wall Street To Record Highs; Small Caps, Tesla Outperform, Fed Cuts Interest Rates: This Week In The Market",2024-11-09,Positive
Donald Trump Appears Just as 'Chaotic' Amid Staff Appointments: Bolton,2024-11-09,Neutral
"Will Indonesia's Prabowo move closer to Trump, Xi or both?",2024-11-09,Neutral
Jimmy Kimmel hits back after Elon Musk calls him ‘propaganda puppet’,2024-11-09,Neutral
Making America greater again: Stocks at record highs!,2024-11-09,Positive
Donald Trump와 함께 글로벌 매크로 공부 해 보아요♡,2024-11-09,Neutral
EV industry watching Musk's role in tariff fixing,2024-11-09,Neutral
"No sex, no marriage, no babies: Why South Korea's 4B movement is sweeping US after Trump's win?",2024-11-09,Positive
"Tesla's social media posts falsely implied that its cars are robotaxis, NHTSA warns - CNBC",2024-11-09,Negative
Honeywell International (NASDAQ:HON) Stock Unloaded Sen. Sheldon Whitehouse,2024-11-09,Neutral
Sen. Sheldon Whitehouse Buys Eli Lilly and Company (NYSE:LLY) Shares,2024-11-09,Neutral
Sen. Sheldon Whitehouse Sells Starbucks Co. (NASDAQ:SBUX) Shares,2024-11-09,Neutral
"Sen. Sheldon Whitehouse Sells Off Shares of Celsius Holdings, Inc. (NASDAQ:CELH)",2024-11-09,Neutral
Trump should heed Adam Smith’s lesson on markets,2024-11-09,Neutral
"Davido Adds Tesla Cybertruck to His Car Collection, Clip As He Shares Why He Bought It: “Was Bored”",2024-11-09,Neutral
Major Chinese manufacturer known for its budget TVs is entering the EV space — and its first car boasts some incredible specs,2024-11-09,Positive
"Reclusive billionaire heir Timothy Melon gave $125 million to help elect Trump, even more than Elon Musk donated",2024-11-09,Neutral
Microcars: the tiny cars that were ahead of their time - pictures,2024-11-09,Neutral
Rudy Giuliani's Mercedes And Tesla Cybertruck Cosplay In This Week's News Roundup,2024-11-09,Neutral
The Fuel Door Location Debate Rages In This Week's Car Culture Roundup,2024-11-09,Negative
"Man Overjoyed After Seeing Despite Driving His Cybertruck In Adum Kumasi, Video",2024-11-09,Neutral
Why Electric Cars Won't Tank Under Trump,2024-11-09,Neutral
